sample,sample.type,sample.number,index,reference,startpos,ref.length,number.of.reads,covbases,pc.coverage,meandepth,meanbaseq,meanmapq,taxid,superkingdom,kingdom,phylum,class,order,family,genus,species,mean,sd,Coefficient of Variance,pcreads
S09_SQK-NBD114-24_barcode03, bay seawater,82,212,NC_050152.1,1,101660,1,490,0.481999,0.00481999,33.1,60,10682,Viruses,Heunggongvirae,Uroviricota,Caudoviricetes,unclassified Caudoviricetes order,unclassified Caudoviricetes family,Punavirus,Punavirus P1,0.004819988,0.069258616,14.369042687496615,0.01
01_dolphin_feces_SQK-NBD114-24_barcode15,dolphin feces,94,83,NC_055235.1,1,170275,26,864,0.507414,0.0474057,37.1,5.15,2169863,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Cytomegalovirus,Cytomegalovirus papiinebeta3,0.047405667,0.758524565,16.00071485,0.02
02_sealion_feces_SQK-NBD114-24_barcode16,sealion feces,96,90,NC_055235.1,1,170275,1,312,0.183233,0.00183233,32.3,1,2169863,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Cytomegalovirus,Cytomegalovirus papiinebeta3,0.00183233,0.042766489461912915,23.339948695920583,0.01
oy35_SQK-NBD114-24_barcode21,oyster,21,83,NC_055235.1,1,170275,1,172,0.101013,0.00101013,32.8,4,2169863,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Cytomegalovirus,Cytomegalovirus papiinebeta3,0.001010131,0.031766497,31.4479082,0
01_dolphin_feces_SQK-NBD114-24_barcode15,dolphin feces,94,30,NC_016448.1,1,196691,4,108,0.0549085,0.00106766,35.2,0,1535247,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Cytomegalovirus,Cytomegalovirus saimiriinebeta4,0.001067665,0.051208049,47.96267823,0
oy23_SQK-NBD114-24_barcode12,oyster,12,8,NC_016448.1,1,196691,1,54,0.0274542,0.000274542,39.4,0,1535247,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Orthoherpesviridae,Cytomegalovirus,Cytomegalovirus saimiriinebeta4,0.000274542,0.016567043,60.3442286,0.04
01_dolphin_feces_SQK-NBD114-24_barcode15,dolphin feces,94,32,NC_019491.1,1,291144,6270,4991,1.71427,6.24908,29.8,0.101,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,6.249076059,115.4172504,18.46949043,3.72
m34_SQK-NBD114-24_barcode12,mussel,77,17,NC_019491.1,1,291144,481,4789,1.64489,0.440885,28.6,0.0249,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.440884923,5.847368182,13.26279915,0.34
oy35_SQK-NBD114-24_barcode21,oyster,21,25,NC_019491.1,1,291144,4496,3920,1.34641,6.06389,30.7,0.0236,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,6.063889347,99.28513655,16.37317749,10.98
m32_SQK-NBD114-24_barcode10,mussel,75,24,NC_019491.1,1,291144,228,3568,1.22551,0.208828,28.2,0.0482,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.208827934,3.438126781,16.46392183,0.1
oy12_SQK-NBD114-24_barcode04,oyster,4,2,NC_001417.2,1,3569,2,1260,35.304,0.69151,34.9,60,12022,Viruses,Orthornavirae,Lenarviricota,Leviviricetes,Norzivirales,Fiersviridae,Emesvirus,Emesvirus zinderi,0.691510227,0.943538103,1.364460085,0
sd3_SQK-NBD114-24_barcode18,sd seawater,92,5,NC_003487.1,1,3762,2,775,20.6007,0.283892,33.3,60,12056,Viruses,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Betanecrovirus,Betanecrovirus nicotianae,0.283891547,0.599220615,2.110737783,0.11
sd4_SQK-NBD114-24_barcode19,sd seawater,93,7,NC_003487.1,1,3762,1,421,11.1909,0.111909,40,10,12056,Viruses,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Betanecrovirus,Betanecrovirus nicotianae,0.111908559,0.315253919,2.817067089,0.01
sd2_SQK-NBD114-24_barcode17,sd seawater,91,0,NC_001469.1,1,4701,2,905,19.2512,0.192512,38.1,43.5,12143,Viruses,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Tombusvirus,Tombusvirus cucumis,0.192512231,0.394273093,2.048041781,0.01
sd4_SQK-NBD114-24_barcode19,sd seawater,93,1,NC_001469.1,1,4701,3,449,9.55116,0.276537,39.5,60,12143,Viruses,Orthornavirae,Kitrinoviricota,Tolucaviricetes,Tolivirales,Tombusviridae,Tombusvirus,Tombusvirus cucumis,0.276536907,0.857478584,3.100774479,0.02
sd2_SQK-NBD114-24_barcode17,sd seawater,91,7,NC_003820.1,1,5845,6,1536,26.2789,0.358939,36.9,60,12188,Viruses,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,White clover mosaic virus,0.358939264,0.649925366,1.810683395,0.04
sd4_SQK-NBD114-24_barcode19,sd seawater,93,9,NC_003820.1,1,5845,6,1009,17.2626,0.291189,37.8,60,12188,Viruses,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,White clover mosaic virus,0.29118905,0.696612387,2.39230282,0.03
sd1_SQK-NBD114-24_barcode16,sd seawater,90,5,NC_003820.1,1,5845,2,665,11.3772,0.113772,39,60,12188,Viruses,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,White clover mosaic virus,0.113772455,0.317534697,2.79096286,0.01
sd3_SQK-NBD114-24_barcode18,sd seawater,92,6,NC_003820.1,1,5845,1,259,4.43114,0.0443114,37.8,60,12188,Viruses,Orthornavirae,Kitrinoviricota,Alsuviricetes,Tymovirales,Alphaflexiviridae,Potexvirus,White clover mosaic virus,0.044311377,0.205786003,4.644089531,0.05
oy22_SQK-NBD114-24_barcode11,oyster,11,8,NC_019491.1,1,291144,561,3438,1.18086,0.669195,30.3,0.0125,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.669194625,11.43330334,17.0851691,27
m27_SQK-NBD114-24_barcode05,mussel,70,13,NC_019491.1,1,291144,180,3275,1.12487,0.158324,28.3,0.05,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.158323716,2.6910519,16.99714967,0.15
oy11_SQK-NBD114-24_barcode03,oyster,3,27,NC_019491.1,1,291144,2324,3109,1.06786,3.18439,31.4,0.0189,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,3.184389855,51.4595061,16.15992653,6.5
oy34_SQK-NBD114-24_barcode20,oyster,20,21,NC_019491.1,1,291144,4583,3072,1.05515,5.97406,31,0.034,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,5.974057511,99.22091554,16.60863079,14.97
oy25_SQK-NBD114-24_barcode14,oyster,14,17,NC_019491.1,1,291144,5352,3048,1.0469,6.32568,30.8,0.0516,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,6.325677328,108.0898564,17.08747551,56.51
oy21_SQK-NBD114-24_barcode10,oyster,10,13,NC_019491.1,1,291144,1173,3016,1.03591,1.42603,30.6,0.0571,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,1.426033166,24.19733616,16.96828429,41.13
oy26_SQK-NBD114-24_barcode15,oyster,15,13,NC_019491.1,1,291144,1776,2369,0.813687,2.15337,30.8,0.0349,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,2.153367406,36.63906302,17.01477552,46.93
oy12_SQK-NBD114-24_barcode04,oyster,4,25,NC_019491.1,1,291144,4672,2352,0.807848,6.36069,30.6,0.0143,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,6.360694364,103.7760132,16.31520196,7.18
oy36_SQK-NBD114-24_barcode22,oyster,22,14,NC_019491.1,1,291144,1003,2169,0.744992,1.28782,30.4,0.0409,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,1.287816338,21.46831728,16.67032529,0.64
oy20_SQK-NBD114-24_barcode09,oyster,9,8,NC_019491.1,1,291144,2210,2164,0.743275,2.67963,30.7,0.0367,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,2.679629324,45.85083115,17.11088572,60.78
oy10_SQK-NBD114-24_barcode02,oyster,2,20,NC_019491.1,1,291144,1030,2074,0.712362,1.30791,30.6,0.0408,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,1.307906053,22.03530352,16.84777241,1.48
oy27_SQK-NBD114-24_barcode16,oyster,16,4,NC_019491.1,1,291144,2758,1987,0.68248,4.1276,30.2,0.0428,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,4.127596653,65.00892764,15.74982565,59.29
S14_SQK-NBD114-24_barcode04, bay seawater,83,55,NC_019491.1,1,291144,11,1962,0.673893,0.0129352,30.3,1,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.01293518,0.1875160725735121,14.496595707207279,0.17
oy13_SQK-NBD114-24_barcode05,oyster,5,28,NC_019491.1,1,291144,4822,1929,0.662559,5.95723,31.1,0.0305,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,5.957234221,100.6558831,16.89641189,6.2
m33_SQK-NBD114-24_barcode11,mussel,76,12,NC_019491.1,1,291144,25,1909,0.655689,0.0203439,29.4,0.08,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.020343885,0.336875482,16.55905375,0.01
02_sealion_feces_SQK-NBD114-24_barcode16,sealion feces,96,30,NC_019491.1,1,291144,59,1899,0.652255,0.0590842,30.1,0.102,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.059084165,1.050800107783772,17.78480098712932,0.54
oy23_SQK-NBD114-24_barcode12,oyster,12,9,NC_019491.1,1,291144,617,1768,0.60726,0.758649,30.8,0.0243,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.758648641,13.02004239,17.16215081,27.64
m30_SQK-NBD114-24_barcode08,mussel,73,15,NC_019491.1,1,291144,16,1696,0.58253,0.0142266,27.9,0.188,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.014226637,0.219825882,15.45171088,0.04
oy32_SQK-NBD114-24_barcode18,oyster,18,15,NC_019491.1,1,291144,726,1682,0.577721,0.974882,30.2,0.0413,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.974881845,15.91171919,16.32168992,3.4
oy38_SQK-NBD114-24_barcode24,oyster,24,11,NC_019491.1,1,291144,1736,1625,0.558143,2.43292,30.7,0.0484,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,2.432916358,39.46068925,16.21950098,6.97
oy09_SQK-NBD114-24_barcode01,oyster,1,20,NC_019491.1,1,291144,905,1590,0.546122,1.19634,30.9,0.0276,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,1.196335834,19.73345582,16.49491327,2.49
oy33_SQK-NBD114-24_barcode19,oyster,19,12,NC_019491.1,1,291144,392,1586,0.544748,0.517919,31,0.0255,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.517918968,8.548518773,16.50551399,0.59
oy37_SQK-NBD114-24_barcode23,oyster,23,14,NC_019491.1,1,291144,549,1540,0.528948,0.731037,30.7,0.0237,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.731036875,12.16102233,16.6353063,0.97
oy31_SQK-NBD114-24_barcode17,oyster,17,12,NC_019491.1,1,291144,326,1471,0.505248,0.449152,30.8,0.0153,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.44915231,7.348658351,16.36117236,2.44
oy24_SQK-NBD114-24_barcode13,oyster,13,11,NC_019491.1,1,291144,485,1456,0.500096,0.558081,30.6,0.0227,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.558081224,9.751908701,17.47399532,15.7
oy15_SQK-NBD114-24_barcode07,oyster,7,19,NC_019491.1,1,291144,277,1454,0.499409,0.344592,30.6,0.0181,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.344592367,5.877220986,17.05557509,0.66
oy12_SQK-NBD114-24_barcode04,oyster,4,26,NC_019495.1,1,290304,232,1393,0.479842,0.219739,30.7,0.00431,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.219738619,4.503968668,20.49693719,0.36
oy54_SQK-NBD114-24_barcode13,oyster,37,18,NC_019491.1,1,291144,296,1386,0.476053,0.412315,30.9,0.0338,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.412314868,6.765941455,16.40964704,1.96
m34_SQK-NBD114-24_barcode12,mussel,77,18,NC_019495.1,1,290304,167,1376,0.473986,0.129843,28.8,0.00599,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.129843199,2.574070596,19.82445456,0.12
oy55_SQK-NBD114-24_barcode14,oyster,38,19,NC_019491.1,1,291144,52,1375,0.472275,0.0716999,30.2,0,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.071699915,1.170301223,16.32221218,0.19
oy09_SQK-NBD114-24_barcode01,oyster,1,21,NC_019495.1,1,290304,63,1364,0.469852,0.0558277,31.8,0.0159,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.055827684,1.149483425,20.58984613,0.17
oy16_SQK-NBD114-24_barcode08,oyster,8,2,NC_019491.1,1,291144,15,1322,0.454071,0.0201584,32.7,0.0667,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.02015841,0.336703063,16.70285849,4.05
oy14_SQK-NBD114-24_barcode06,oyster,6,2,NC_019491.1,1,291144,13,1312,0.450636,0.0178743,31.7,0,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.017874316,0.311668794,17.43668321,5.7
oy11_SQK-NBD114-24_barcode03,oyster,3,28,NC_019495.1,1,290304,89,1307,0.450218,0.0795476,31.8,0.0225,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.079547647,1.62910933,20.47966722,0.25
oy25_SQK-NBD114-24_barcode14,oyster,14,18,NC_019495.1,1,290304,787,1304,0.449184,0.63283,31.5,0.00889,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.632829723,13.51936834,21.36335864,8.31
oy42_SQK-NBD114-24_barcode02,oyster,26,11,NC_019491.1,1,291144,15,1263,0.433806,0.0172904,32.8,0,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.017290413,0.314520937,18.19048144,0.01
m27_SQK-NBD114-24_barcode05,mussel,70,14,NC_019495.1,1,290304,67,1255,0.432305,0.0499132,29,0.0299,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.049913194,0.908291234,18.19741741,0.05
oy45_SQK-NBD114-24_barcode05,oyster,29,5,NC_019491.1,1,291144,35,1253,0.430371,0.0406981,32.6,0.343,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.040698074,0.759882474,18.6712147,0.01
m32_SQK-NBD114-24_barcode10,mussel,75,25,NC_019495.1,1,290304,58,1240,0.427138,0.0408537,28.4,0,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.040853726,0.738571889,18.07844635,0.03
oy52_SQK-NBD114-24_barcode11,oyster,35,8,NC_019491.1,1,291144,15,1185,0.407015,0.0164386,30,0,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.016438601,0.297472643,18.09598313,0.04
03_dolphin_serum_SQK-NBD114-24_barcode17,dolphin serum,95,14,NC_019491.1,1,291144,40,1180,0.405298,0.0378988,29.8,0,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.037898772,0.7151818817873614,18.87084591182704,3.21
oy24_SQK-NBD114-24_barcode13,oyster,13,12,NC_019495.1,1,290304,45,1167,0.401992,0.0316771,31.9,0.0222,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.031677138,0.678478916,21.41856713,1.46
01_dolphin_feces_SQK-NBD114-24_barcode15,dolphin feces,94,33,NC_019495.1,1,290304,10,1157,0.398548,0.00715801,31,0.1,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.007158014,0.142114402,19.85388799,0.01
oy53_SQK-NBD114-24_barcode15,oyster,39,12,NC_019491.1,1,291144,20,1151,0.395337,0.0221746,32.5,0.05,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.022174594,0.408999922,18.44452807,0.03
m28_SQK-NBD114-24_barcode06,mussel,71,14,NC_019491.1,1,291144,7,1144,0.392933,0.00638516,30.6,0,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.006385156,0.11557723690591827,18.100924723903535,0
oy13_SQK-NBD114-24_barcode05,oyster,5,29,NC_019495.1,1,290304,288,1066,0.367201,0.247079,31.8,0.0243,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.247078924,5.254530412,21.26660714,0.37
04_sealion_serum_SQK-NBD114-24_barcode18,sealion serum,97,13,NC_019491.1,1,291144,46,1030,0.353777,0.0436588,30.6,0.0435,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.043658808,0.8668223241839103,19.854466112202058,3.85
oy15_SQK-NBD114-24_barcode07,oyster,7,20,NC_019495.1,1,290304,14,1026,0.353423,0.0106991,32,0.0714,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.010699129,0.221576198,20.70974132,0.03
oy51_SQK-NBD114-24_barcode10,oyster,34,6,NC_019491.1,1,291144,7,1018,0.349655,0.00859025,31.5,0,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.008590251,0.156924586,18.26775351,0.01
m33_SQK-NBD114-24_barcode11,mussel,76,13,NC_019495.1,1,290304,8,996,0.343089,0.00501199,29.8,0,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.005011987,0.094813333,18.91731251,0
m35_SQK-NBD114-24_barcode13,mussel,78,8,NC_019491.1,1,291144,4,948,0.325612,0.00366142,27,0,317858,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo1,0.003661418,0.066772808,18.23686901,0
oy35_SQK-NBD114-24_barcode21,oyster,21,26,NC_019495.1,1,290304,181,926,0.318976,0.158041,30.8,0,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.158041226,3.343682815,21.15702912,0.44
oy34_SQK-NBD114-24_barcode20,oyster,20,22,NC_019495.1,1,290304,305,889,0.306231,0.260768,30.9,0.0131,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.260768022,5.527550115,21.19719306,1
oy20_SQK-NBD114-24_barcode09,oyster,9,9,NC_019495.1,1,290304,181,884,0.304508,0.142923,31.1,0.011,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.142922591,3.082493651,21.56757458,4.98
m30_SQK-NBD114-24_barcode08,mussel,73,16,NC_019495.1,1,290304,7,868,0.298997,0.0048742,30.2,0,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.004874201,0.099742404,20.46333478,0.02
sd4_SQK-NBD114-24_barcode19,sd seawater,93,4,NC_001873.1,1,6311,6,1892,29.9794,0.367771,38.2,60,29272,Viruses,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,Turnip vein-clearing virus,0.367770559,0.60701604,1.650529181,0.03
sd2_SQK-NBD114-24_barcode17,sd seawater,91,5,NC_001873.1,1,6311,3,1089,17.2556,0.236413,36.4,60,29272,Viruses,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,Turnip vein-clearing virus,0.236412613,0.555189342,2.348391379,0.02
sd1_SQK-NBD114-24_barcode16,sd seawater,90,2,NC_001873.1,1,6311,3,1070,16.9545,0.169545,38.4,60,29272,Viruses,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,Turnip vein-clearing virus,0.169545238,0.375232795,2.213172122,0.02
m31_SQK-NBD114-24_barcode09,mussel,74,2,NC_001873.1,1,6311,1,425,6.73427,0.0673427,40.4,60,29272,Viruses,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,Turnip vein-clearing virus,0.067342735,0.250614626,3.721479782,0
sd3_SQK-NBD114-24_barcode18,sd seawater,92,2,NC_001873.1,1,6311,2,245,3.88211,0.0690857,38.7,60,29272,Viruses,Orthornavirae,Kitrinoviricota,Alsuviricetes,Martellivirales,Virgaviridae,Tobamovirus,Turnip vein-clearing virus,0.069085723,0.353330045,5.114371365,0.11
oy36_SQK-NBD114-24_barcode22,oyster,22,15,NC_019495.1,1,290304,64,863,0.297275,0.0566682,30.4,0.0312,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.056668182,1.202032055,21.21176304,0.04
oy21_SQK-NBD114-24_barcode10,oyster,10,14,NC_019495.1,1,290304,142,860,0.296241,0.109571,31,0.00704,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.109571346,2.383634146,21.7541742,4.98
oy26_SQK-NBD114-24_barcode15,oyster,15,14,NC_019495.1,1,290304,168,852,0.293485,0.134118,31.9,0.00595,317878,Viruses,Heunggongvirae,Peploviricota,Herviviricetes,Herpesvirales,Alloherpesviridae,Cyvirus,Cyvirus cyprinidallo2,0.134118028,2.871190441,21.4079381,4.44
